"Work item ID","Work type","Summary","Description","Parent","Priority","Labels","Labels","Labels"
"204","Sub-task","Validate and document: Build PEFT LoRA experiment pipeline","Create the test evidence, operational documentation, security review, and acceptance record for 'Build PEFT LoRA experiment pipeline'.

PROJECT METADATA
Phase: Phase 6
Priority: Medium
Component: AI Training and Fine-Tuning
Suggested owner role: QA / Domain SME
Dependencies: Build PEFT LoRA experiment pipeline

ACCEPTANCE CRITERIA
Test evidence attached; failure scenarios covered; runbook or operational note updated; reviewer acceptance recorded.

DEFINITION OF DONE
Evidence is reproducible and linked to the parent issue.","203","Medium","boip","validation","phase-6"
"211","Sub-task","Validate and document: Build common multi-model evaluation harness","Create the test evidence, operational documentation, security review, and acceptance record for 'Build common multi-model evaluation harness'.

PROJECT METADATA
Phase: Phase 6
Priority: Medium
Component: AI Evaluation Trust and Governance
Suggested owner role: QA / Domain SME
Dependencies: Build common multi-model evaluation harness

ACCEPTANCE CRITERIA
Test evidence attached; failure scenarios covered; runbook or operational note updated; reviewer acceptance recorded.

DEFINITION OF DONE
Evidence is reproducible and linked to the parent issue.","210","Medium","boip","validation","phase-6"
"213","Sub-task","Validate and document: Create golden incident and configuration datasets","Create the test evidence, operational documentation, security review, and acceptance record for 'Create golden incident and configuration datasets'.

PROJECT METADATA
Phase: Phase 6
Priority: Medium
Component: AI Evaluation Trust and Governance
Suggested owner role: QA / Domain SME
Dependencies: Create golden incident and configuration datasets

ACCEPTANCE CRITERIA
Test evidence attached; failure scenarios covered; runbook or operational note updated; reviewer acceptance recorded.

DEFINITION OF DONE
Evidence is reproducible and linked to the parent issue.","212","Medium","boip","validation","phase-6"
"215","Sub-task","Validate and document: Implement recommendation lifecycle tracking","Create the test evidence, operational documentation, security review, and acceptance record for 'Implement recommendation lifecycle tracking'.

PROJECT METADATA
Phase: Phase 6
Priority: Medium
Component: AI Evaluation Trust and Governance
Suggested owner role: QA / Domain SME
Dependencies: Implement recommendation lifecycle tracking

ACCEPTANCE CRITERIA
Test evidence attached; failure scenarios covered; runbook or operational note updated; reviewer acceptance recorded.

DEFINITION OF DONE
Evidence is reproducible and linked to the parent issue.","214","Medium","boip","validation","phase-6"
"217","Sub-task","Validate and document: Implement AI KPI and business-value dashboard","Create the test evidence, operational documentation, security review, and acceptance record for 'Implement AI KPI and business-value dashboard'.

PROJECT METADATA
Phase: Phase 6
Priority: Medium
Component: AI Evaluation Trust and Governance
Suggested owner role: QA / Domain SME
Dependencies: Implement AI KPI and business-value dashboard

ACCEPTANCE CRITERIA
Test evidence attached; failure scenarios covered; runbook or operational note updated; reviewer acceptance recorded.

DEFINITION OF DONE
Evidence is reproducible and linked to the parent issue.","216","Medium","boip","validation","phase-6"
"224","Sub-task","Validate and document: Build API gateway and external API","Create the test evidence, operational documentation, security review, and acceptance record for 'Build API gateway and external API'.

PROJECT METADATA
Phase: Phase 3
Priority: High
Component: Portal API and Integrations
Suggested owner role: QA / Domain SME
Dependencies: Build API gateway and external API

ACCEPTANCE CRITERIA
Test evidence attached; failure scenarios covered; runbook or operational note updated; reviewer acceptance recorded.

DEFINITION OF DONE
Evidence is reproducible and linked to the parent issue.","223","High","boip","validation","phase-3"
"226","Sub-task","Validate and document: Build authentication authorization and tenant context","Create the test evidence, operational documentation, security review, and acceptance record for 'Build authentication authorization and tenant context'.

PROJECT METADATA
Phase: Phase 3
Priority: High
Component: Portal API and Integrations
Suggested owner role: QA / Domain SME
Dependencies: Build authentication authorization and tenant context

ACCEPTANCE CRITERIA
Test evidence attached; failure scenarios covered; runbook or operational note updated; reviewer acceptance recorded.

DEFINITION OF DONE
Evidence is reproducible and linked to the parent issue.","225","High","boip","validation","phase-3"
"228","Sub-task","Validate and document: Build unified search and chat experience","Create the test evidence, operational documentation, security review, and acceptance record for 'Build unified search and chat experience'.

PROJECT METADATA
Phase: Phase 3
Priority: High
Component: Portal API and Integrations
Suggested owner role: QA / Domain SME
Dependencies: Build unified search and chat experience

ACCEPTANCE CRITERIA
Test evidence attached; failure scenarios covered; runbook or operational note updated; reviewer acceptance recorded.

DEFINITION OF DONE
Evidence is reproducible and linked to the parent issue.","227","High","boip","validation","phase-3"
"230","Sub-task","Validate and document: Build incident investigation workspace UI","Create the test evidence, operational documentation, security review, and acceptance record for 'Build incident investigation workspace UI'.

PROJECT METADATA
Phase: Phase 3
Priority: High
Component: Portal API and Integrations
Suggested owner role: QA / Domain SME
Dependencies: Build incident investigation workspace UI

ACCEPTANCE CRITERIA
Test evidence attached; failure scenarios covered; runbook or operational note updated; reviewer acceptance recorded.

DEFINITION OF DONE
Evidence is reproducible and linked to the parent issue.","229","High","boip","validation","phase-3"
"237","Sub-task","Validate and document: Create Kubernetes namespace and network architecture","Create the test evidence, operational documentation, security review, and acceptance record for 'Create Kubernetes namespace and network architecture'.

PROJECT METADATA
Phase: Phase 0
Priority: Highest
Component: Platform Engineering Security and Reliability
Suggested owner role: QA / Domain SME
Dependencies: Create Kubernetes namespace and network architecture

ACCEPTANCE CRITERIA
Test evidence attached; failure scenarios covered; runbook or operational note updated; reviewer acceptance recorded.

DEFINITION OF DONE
Evidence is reproducible and linked to the parent issue.","236","Highest","boip","validation","phase-0"
"239","Sub-task","Validate and document: Create Helm charts and GitOps overlays","Create the test evidence, operational documentation, security review, and acceptance record for 'Create Helm charts and GitOps overlays'.

PROJECT METADATA
Phase: Phase 0
Priority: Highest
Component: Platform Engineering Security and Reliability
Suggested owner role: QA / Domain SME
Dependencies: Create Helm charts and GitOps overlays

ACCEPTANCE CRITERIA
Test evidence attached; failure scenarios covered; runbook or operational note updated; reviewer acceptance recorded.

DEFINITION OF DONE
Evidence is reproducible and linked to the parent issue.","238","Highest","boip","validation","phase-0"
"241","Sub-task","Validate and document: Build CI CD supply-chain and signing pipeline","Create the test evidence, operational documentation, security review, and acceptance record for 'Build CI CD supply-chain and signing pipeline'.

PROJECT METADATA
Phase: Phase 0
Priority: Highest
Component: Platform Engineering Security and Reliability
Suggested owner role: QA / Domain SME
Dependencies: Build CI CD supply-chain and signing pipeline

ACCEPTANCE CRITERIA
Test evidence attached; failure scenarios covered; runbook or operational note updated; reviewer acceptance recorded.

DEFINITION OF DONE
Evidence is reproducible and linked to the parent issue.","240","Highest","boip","validation","phase-0"
"243","Sub-task","Validate and document: Integrate Keycloak OIDC and RBAC","Create the test evidence, operational documentation, security review, and acceptance record for 'Integrate Keycloak OIDC and RBAC'.

PROJECT METADATA
Phase: Phase 0
Priority: Highest
Component: Platform Engineering Security and Reliability
Suggested owner role: QA / Domain SME
Dependencies: Integrate Keycloak OIDC and RBAC

ACCEPTANCE CRITERIA
Test evidence attached; failure scenarios covered; runbook or operational note updated; reviewer acceptance recorded.

DEFINITION OF DONE
Evidence is reproducible and linked to the parent issue.","242","Highest","boip","validation","phase-0"
